,event name,Classification,genre,venue,Date,Zip code,City,State
338,St. Louis Blues at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-11-30,80204,Denver,Colorado
339,On Your Feet,Arts & Theatre,Undefined,Buell Theatre,2018-08-14,80204,Denver,Colorado
340,E-40,Music,Hip-Hop/Rap,The Summit Music Hall,2018-09-15,80202,Denver,Colorado
341,E-40,Music,Hip-Hop/Rap,The Summit Music Hall,2018-09-15,80202,Denver,Colorado
342,"GWAR+ Hatebreed - The Gore, Core, Metal and More Tour 2018",Music,Metal,The Summit Music Hall,2018-10-10,80202,Denver,Colorado
343,Minus the Bear,Music,Dance/Electronic,Ogden Theatre,2018-12-04,80218,Denver,Colorado
344,Zoso,Music,Rock,Bluebird Theatre,2018-08-18,80206,Denver,Colorado
345,Underoath,Music,Rock,Ogden Theatre,2018-11-23,80218,Denver,Colorado
346,A Bronx Tale,Arts & Theatre,Miscellaneous,Buell Theatre,2019-01-19,80204,Denver,Colorado
347,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-09,80205,Denver,Colorado
348,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-07,80205,Denver,Colorado
349,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-11,80205,Denver,Colorado
350,Nashville Predators at Colorado Avalanche,Sports,Hockey,Pepsi Center,2019-01-21,80204,Denver,Colorado
351,On Your Feet,Arts & Theatre,Undefined,Buell Theatre,2018-08-16,80204,Denver,Colorado
352,2018 DMC US Finals DJ Battle,Music,Hip-Hop/Rap,Temple Nightclub,2018-08-05,80203,Denver,Colorado
353,Floater,Music,Other,Roxy Theatre - Denver,2018-08-08,80205,Denver,Colorado
354,Rayland Baxter,Music,Other,Bluebird Theatre,2018-08-09,80206,Denver,Colorado
355,Red Sun Rising,Music,Other,Oriental Theatre-CO,2018-08-07,80212,Denver,Colorado
356,Angelique Kidjo,Music,World,Denver Botanic Gardens,2018-08-09,80206,Denver,Colorado
357,Tucker Beathard,Music,Country,Grizzly Rose,2018-08-10,80216,Denver,Colorado
358,Kat Nova,Music,Dance/Electronic,Temple Nightclub,2018-08-04,80203,Denver,Colorado
359,Apotheon,Music,Other,Roxy Theatre - Denver,2018-08-10,80205,Denver,Colorado
360,Parker Millsap,Music,Other,Bluebird Theatre,2018-08-10,80206,Denver,Colorado
361,Tucker Beathard,Music,Other,Grizzly Rose - CO,2018-08-10,80216,Denver,Colorado
362,Brooke Evers,Music,Dance/Electronic,Temple Nightclub,2018-08-11,80203,Denver,Colorado
363,Mother Hips,Music,Alternative,Cervantes,2018-08-11,80205,Denver,Colorado
364,Pathology,Music,Other,Roxy Theatre - Denver,2018-08-12,80205,Denver,Colorado
365,CKY,Music,Alternative,Bluebird Theatre,2018-08-12,80206,Denver,Colorado
366,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-14,80205,Denver,Colorado
367,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-15,80205,Denver,Colorado
368,Izzy Dunfore,Music,Other,Roxy Theatre - Denver,2018-08-15,80205,Denver,Colorado
369,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-16,80205,Denver,Colorado
370,The Class of 88 Northglenn/Thornton Reunion,Miscellaneous,Community/Civic,Grizzly Rose,2018-08-17,80216,Denver,Colorado
371,Thousand Frames - Album Release Show,Music,Rock,Marquis Theater,2018-08-17,80205,Denver,Colorado
372,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-17,80205,Denver,Colorado
373,Herbie Hancock Tribute,Music,Other,Cervantes,2018-08-17,80205,Denver,Colorado
374,Class of 88 Northglenn Reunion,Music,Other,Grizzly Rose - CO,2018-08-17,80216,Denver,Colorado
375,Koe Wetzel,Music,Other,Grizzly Rose - CO,2018-08-17,80216,Denver,Colorado
376,DJ Shift,Music,Dance/Electronic,Temple Nightclub,2018-08-18,80203,Denver,Colorado
377,Lil Debbie,Music,Hip-Hop/Rap,Marquis Theater,2018-08-18,80205,Denver,Colorado
378,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-18,80205,Denver,Colorado
379,Charles Esten,Music,Country,Paramount Theatre-Colorado,2018-08-18,80204,Denver,Colorado
380,Batushka,Music,Metal,Marquis Theater,2018-08-19,80205,Denver,Colorado
381,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-20,80205,Denver,Colorado
382,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-21,80205,Denver,Colorado
383,Lydia,Music,Other,Bluebird Theatre,2018-08-21,80206,Denver,Colorado
